ID,Date,Service,Company,Parent,Location,Amount,Contract_ID,Text,Link
133,2/26/2014,NAVY,Harris Corp.,Harris Corp.,Palm Bay Fla.,"$37,497,686 ",N00039-13-C-0001,"Harris Corp., Palm Bay, Fla., is being awarded an $11,164,184 modification to a previously awarded firm-fixed-price, cost-plus-fixed-fee contract (N00039-13-C-0001) for Commercial Broadband Satellite Program Force Level Variant (FLV) terminal systems. The Commercial Broadband Satellite Program FLV terminal system is used to provide the Navy with terminal-to-shore, space and terrestrial connectivity to significantly increase throughput of data; improve satellite communications reliability; and provide redundancy for military satellite communications. The FLV terminal systems are deployed on CVN, LPD-17 class and T-AHs ships. This contract includes options which, if exercised, would bring the cumulative value of the contract to an estimated $37,497,686. Work will be performed in Palm Bay, Fla., and is expected to be completed by February 2015. If all options are exercised work could continue until February 2018. Fiscal 2012 shipbuilding and conversion, Navy and fiscal 2013 and 2014 other procurement, Navy funds in the amount of $11,164,184 will be obligated at the time of award. Contract funds will not expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S.C. 2304(c)(1). The Space and Naval Warfare Systems Command, San Diego, Calif., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5231
134,2/26/2014,NAVY,Environmental Management Inc.*,Environmental Management Inc.,Idaho Falls Idaho,"$21,486,839 ",N40085-10-D-0213,"Environmental Management Inc.*, Idaho Falls, Idaho, is being awarded a $21,486,839 modification under a previously awarded firm-fixed-price, indefinite-delivery/indefinite-quantity contract (N40085-10-D-0213) to exercise option four for facilities maintenance and heavy equipment repair services at Marine Corps Base Camp Lejeune, Marine Corps Air Station New River, and other outlying areas in eastern North Carolina. The work to be performed provides for all labor, supervision, management, tools, materials, equipment, facilities, transportation, incidental engineering, and other items necessary. The total contract amount after exercise of this option will be $108,929,969. Work will be performed in Jacksonville, N.C., and work is expected to be completed March 2015. Fiscal 2014 operation and maintenance, Marine Corps contract funds in the amount of $18,673,268 are obligated on this award and will expire at the end of the current fiscal year. The Naval Facilities Engineering Command, Mid-Atlantic, Norfolk, Va., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5231
135,2/27/2014,ARMY,VS2 LLC,VS2 LLC,Alexandria Va.,"$41,950,284 ",W52P1J-13-G-0029,"VS2 LLC, Alexandria, Va., was awarded a $41,950,284 modification (0001) to contract W52P1J-13-G-0029 for logistics support services, at the Logistics Readiness Center, Fort Benning, Ga., to include materiel maintenance, supply and transportation services. Fiscal 2013 operations and maintenance, Army funds in the amount of $41,950,284 were obligated at the time of the award. Estimated completion date is Feb. 27, 2019. Work will be performed at Fort Benning, Ga. Army Contracting Command, Rock Island Arsenal, Ill., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
136,2/27/2014,ARMY,Diversified Construction of Oklahoma*,Diversified Construction of Oklahoma,Edmund Okla.,"$22,500,000 ",W912BV-14-D-0002,"Diversified Construction of Oklahoma*, Edmund, Okla., was awarded a $22,500,000 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for minor construction, sustainability, repairs and maintenance to the McAlester Army Ammunition Plant, Okla. Funding and performance location will be determined with each order. Estimated completion date is Feb. 25, 2019. Bids were solicited via the Internet with 15 received. Army Corps of Engineers, Tulsa, Okla., is the contracting activity (W912BV-14-D-0002).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
137,2/27/2014,ARMY,BAE Systems Technology Solutions,BAE Systems Plc,Rockville Md.,"$21,391,241 ",W912CN-08-C-0085,"BAE Systems Technology Solutions, Rockville, Md., was awarded a $21,391,241 modification (P00230) to contract W912CN-08-C-0085 for logistical support and services consisting of maintenance, transportation and supply on the islands of Oahu and Hawaii. Fiscal 2014 operations and maintenance, Army funds in the amount of $10,591,365 were obligated at the time of the award. Estimated completion date is Feb. 28, 2015. Work will be performed at Schofield Barracks, Hawaii. Army Contracting Command, Fort Shafter, Hawaii, is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
138,2/27/2014,ARMY,QED Systems LLC*,QED Systems LLC,Aberdeen Proving Ground Md.,"$7,443,765 ",W15P7T-14-C-C012,"QED Systems LLC*, Aberdeen Proving Ground, Md., was awarded a $7,443,765 cost plus-fixed-fee contract for program management, engineering, logistics, business, administrative, operations, and security service support for product manager meteorological and target identification capabilities. Fiscal 2014 operations and maintenance, Army funds in the amount of $7,443,765 were obligated at the time of the award. Estimated completion date is Feb. 26, 2017. Bids were solicited via the Internet with three received. Work will be performed at Aberdeen Proving Ground, Md. Army Contracting Command, Aberdeen Proving Ground, Md., is the contracting activity (W15P7T-14-C-C012).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
139,2/27/2014,ARMY,Truestone,Truestone LLC,Herndon* Va.,"$6,685,148 ",W15P7T-14-C-A159,"Truestone, Herndon*, Va., was awarded a $6,685,148 cost-plus-fixed-fee contract for reverse engineering, limited prototyping for exploitation, test and evaluation, and target validation. The contractor shall provide program management, engineering, and technical support related to a wide range of technologies managed in the Intelligence and Information Warfare Directorate, Technical Characterization and Exploitation Branch, Cyber Offensive Operations Division. Fiscal 2012 research, development, testing and evaluation funds in the amount of $40,764; fiscal 2012 other procurement funds in the amount of $550,000; fiscal 2013 research, development, testing, and evaluation funds in the amount of $13,258 and fiscal 2013 other procurement funds in the amount of $2,553,200 were obligated at the time of the award. Estimated completion date is Feb. 26, 2015. Bids were solicited via the Internet with six received. Work will be performed at Aberdeen Proving Ground, Md. Army Contracting Command, Aberdeen, Md., is the contracting activity (W15P7T-14-C-A159).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
140,2/27/2014,ARMY,Raytheon,Raytheon Co.,McKinney Texas,"$6,651,471 ",W31P4Q-07-C-0088,"Raytheon, McKinney, Texas, was awarded a $6,651,471 modification (P00226) to contract W31P4Q-07-C-0088 to procure services for the improved target acquisition system for the Tube Launched, Optically Tracked, Wireless Guided Missile System. Fiscal 2014 operations and maintenance, Army funds in the amount of $6,651,471 were obligated at the time of the award. Estimated completion date is Dec. 30, 2014. Work will be performed in McKinney, Texas, is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
141,2/27/2014,DEFENSE FINANCE AND ACCOUNTING SERVICE,Immixtechnology,Immixtechnology Inc.,Inc. McLean Va.,"$7,843,432 ",HQ0423-12-F-0028,"Immixtechnology, Inc., McLean, Va., is being awarded a $7,843,432 modification (P00012) to previously awarded firm-fixed-price contract (HQ0423-12-F-0028) to exercise the second option year to provide Business Activity Monitoring Services to identify improper payments across various payment systems. Work will be performed in Indianapolis, Ind., and Atlanta, Ga, and is expected to be completed Feb. 28, 2015. Defense Finance and Accounting Service, Contract Services Directorate, Columbus, Ohio is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
142,2/27/2014,DEFENSE LOGISTICS AGENCY,Avox Systems Inc.,Avox Systems Inc.,Lancaster N.Y.,"$19,011,985 ",SPM8EG-12-D-0006,"Avox Systems Inc., Lancaster, N.Y., has been awarded a maximum $19,011,985 modification (P00101) exercising the first option year on a two-year base contract (SPM8EG-12-D-0006) with three one-year option periods for breathing apparatus. This is a fixed-price with economic-price-adjustment contract. Location of performance is New York with a Mar. 27, 2015 performance completion date. Using military services are Army, Navy, Air Force, and Marine Corps. Type of appropriation is fiscal year 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa. (Awarded Feb. 25, 2013)",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
143,2/27/2014,DEFENSE LOGISTICS AGENCY,Petro Star Inc.*,Petro Star Inc.,Anchorage Alaska,"$7,939,809 ",SP0600-14-D-0058,"Petro Star Inc.*, Anchorage, Alaska, has been awarded a maximum $7,939,809 fixed-price with economic-price-adjustment contract for fuel. This contract is a competitive acquisition, and two offers were received. This is a four-year base contract with no option periods. Location of performance is Alaska with a March 31, 2018 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps, and federal civilian agencies. Type of appropriation is fiscal 2014 through fiscal 2018 defense working capital funds. The contracting activity is the Defense Logistics Agency Energy, Fort Belvoir, Va., (SP0600-14-D-0058).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
144,2/27/2014,NAVY,The Boeing Co.,Boeing Co.,St. Louis Mo.,"$49,816,500 ",N00019-10-C-0030,"The Boeing Co., St. Louis, Mo., is being awarded a $49,816,500 modification to a previously awarded firm-fixed-price contract (N00019-10-C-0030) for the full rate production of 3,500 Precision Laser Guidance Set (PLGS) units and 5,000 kits to convert the PLGS units from the DSU-38/B configuration to the DSU-38A/B for the U.S. Air Force. Work will be performed in Fort Worth, Texas (57 percent); St. Charles, Mo. (17 percent); Cincinnati, Ohio (12 percent); Greenville, S.C. (5 percent); Minneapolis, Minn. (4 percent); Glen Riddle, Pa. (3 percent); Danville, Va. (1 percent); and Georgetown, Texas (1 percent), and is expected to be completed in February 2016. Fiscal 2014 procurement of ammunition, Air Force funds in the amount of $49,816,500 will be obligated at time of award; none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
145,2/27/2014,NAVY,"Booz Allen Hamilton, McLean, Va. (N00421-10-D-0005); Deloitte Consulting LLP, Alexandria, Va. (N00421-10-D-0006); National Technologies Associates Inc., Alexandria, Va. (N00421-10-D-0007); and Science Applications International Corp., McLean, Va. (N00421-10-D-0008)",Booz Allen Hamilton Inc.,Multiple,"$17,665,000 ",N00421-10-D-0005,"Booz Allen Hamilton, McLean, Va. (N00421-10-D-0005); Deloitte Consulting LLP, Alexandria, Va. (N00421-10-D-0006); National Technologies Associates Inc., Alexandria, Va. (N00421-10-D-0007); and Science Applications International Corp., McLean, Va. (N00421-10-D-0008), are each being awarded modifications to previously awarded indefinite-delivery/indefinite-quantity multiple award contracts to exercise options for management, organizational, and business improvement services, financial and business solutions, and human resources services supporting Naval Air Systems Command (NAVAIR) Corporate Operations and Comptroller offices. ·The aggregate not-to-exceed amount for these options is $17,665,000, and the companies will have the opportunity to compete on each individual task order. ·Work will be performed in Patuxent River, Md., however, services also may be performed in the following NAVAIR locations: ·Naval Air Warfare Center Aircraft Division St. Inigoes, Md.; Lakehurst N.J.; Point Mugu, Calif.; China Lake, Calif.; Orlando Fla.; Cherry Point, N.C.; Jacksonville, Fla., and North Island, Calif. ·Work performed under these contracts is expected to be completed in February 2015. ·No funds will be obligated at time of award. ·Funds will be obligated on individual task orders as they are issued. ·The Naval Air Warfare Center Aircraft Division, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
146,2/27/2014,NAVY,IAP World Services Inc.,IAP World Services Inc.,Cape Canaveral Fla.,"$9,190,177 ",N40080-13-D-3003,"IAP World Services Inc., Cape Canaveral, Fla., is being awarded a $9,190,177 modification under a previously awarded firm-fixed-price, indefinite-delivery/indefinite-quantity contract (N40080-13-D-3003) to extend the contract completion date for base operating support services at Naval Air Station Patuxent River, Webster Field Annex, Solomon?«÷s Recreation Center Annex and Point Lookout, Md. The work to be performed provides for base operating services including all labor, supervision, management, tools, materials, equipment, facilities, transportation, and other items necessary to provide facility, refuse collection, swimming pools, wastewater, water and environmental maintenance services. The total contract amount after award of this modification will be $41,151,389. Work will be performed in Patuxent River, Md. (91 percent); Solomons, Md. (five percent); St. Inigoes, Md. (two percent) and Point Lookout, Md. (two percent), and work is expected to be completed June 2014. Fiscal 2014 working capital funds, Defense; fiscal 2014 health program, Defense; fiscal 2014 operations and maintenance, Navy; and fiscal 2014 non-appropriated funds contract funds in the amount of $6,790,177 are obligated on this award and will expire at the end of the current fiscal year. The Naval Facilities Engineering Command, Washington, Public Works Department, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5232
147,2/28/2014,AIR FORCE,Infoscitex Corp.,Infoscitex Corp.,"Waltham Mass. (FA8650-14-D-6500) and Ball Aerospace and Technologies Corp. Systems Engineering Solutions Boulder Colo. (FA8650-14-D-6501) have each been awarded a $60100000 indefinite-delivery/indefinite-quantity contract for research and development. The goal of these contracts is to provide the 711th Human Performance Wing (HPW)/RHC with research to perform the mission of ""increase warfighter lethality and enhance combat survivability while reducing information processing demands through revolutionary human interface technology."" The 711th HPW/RHC is transforming its portfolio to emphasize the technology priorities of: control of remotely piloted aircraft; decision making and autonomy; multi-sensory technologies; conceptual design and demonstration of advanced information operations workstations; advanced visualizations technology and human cognitive modeling. These technologies will be used to transform the following concepts of operations objectives: battlespace visualization planning and assessment tools; find fix track target engage and assess and seamless decision support. Work will be performed at Dayton Ohio and Wright Patterson Air Force Base Ohio and is expected to be complete by May 28 2020. This award is the result of a competitive broad agency announcement BAA-12-04-HPW/RHC in which three offers were received and two","$60,100,000 ",FA8650-14-D-6500,"Infoscitex Corp., Waltham, Mass. (FA8650-14-D-6500) and Ball Aerospace and Technologies Corp., Systems Engineering Solutions, Boulder, Colo. (FA8650-14-D-6501), have each been awarded a $60,100,000 indefinite-delivery/indefinite-quantity contract for research and development. The goal of these contracts is to provide the 711th Human Performance Wing (HPW)/RHC with research to perform the mission of ""increase warfighter lethality and enhance combat survivability while reducing information processing demands through revolutionary human interface technology."" The 711th HPW/RHC is transforming its portfolio to emphasize the technology priorities of: control of remotely piloted aircraft; decision making and autonomy; multi-sensory technologies; conceptual design and demonstration of advanced information operations workstations; advanced visualizations, technology and human cognitive modeling. These technologies will be used to transform the following concepts of operations objectives: battlespace visualization, planning and assessment tools; find, fix, track, target, engage and assess and seamless decision support. Work will be performed at Dayton, Ohio, and Wright Patterson Air Force Base, Ohio, and is expected to be complete by May 28, 2020. This award is the result of a competitive broad agency announcement, BAA-12-04-HPW/RHC, in which three offers were received and two were awarded. Fiscal 2013 research and development funds in the amount of $50,000 for each contract are being obligated at time of award to the first task order (0001) for each contract. Air Force Research Laboratory/RQKHA, Wright Patterson Air Force Base, Ohio, is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
148,2/28/2014,AIR FORCE,Battlespace Flight Services LCC,Battlespace Inc.,Arlington Va.,"$8,649,020 ",FA4890-13-D-0001,"Battlespace Flight Services LCC, Arlington, Va., has been awarded an $8,649,020 modification to TO 0003 and a $7,168,732 modification to TO 0004 to exercise option year one under an existing single award indefinite-delivery/indefinite-quantity contract (FA4890-13-D-0001). Support shall include aircraft maintenance management; aerospace ground equipment and ground support equipment maintenance; supply support; command, control, communications, computer, intelligence, surveillance, and reconnaissance systems; quality control; and ancillary support programs. The program supports Air Combat Command (ACC), the Air National Guard, and other major command and combatant command customers to sustain the combat and training capability.  Work will be performed at tasked locations worldwide, and is expected to be completed by March 31, 2015. Fiscal 2014 operations and maintenance funds in the amount of $720,752 will be obligated with the exercise of option year one for TO 0003 modification 09 and $597,394 will be obligated for TO 0004 modification 08. Headquarters ACC, Acquisition Management and Integration Center, Newport News, Va., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
149,2/28/2014,ARMY,Raytheon Co.,Raytheon Co.,Andover Mass.,"$655,413,297 ",W31P4Q-14-C-0052,"Raytheon Co., Andover, Mass., was awarded a $655,413,297 firm-fixed-price, sole-source contract for two PATRIOT fire units and associated initial spares. This is a foreign military sales to Kuwait. Fiscal 2010 other procurement funds in the amount of $65,541,330 were obligated at the time of the award. Estimated completion date is April 30, 2018. One bid was solicited with one received. Work will be performed in Andover, Mass., Chatsworth, Calif., and in Greece. Army Contracting Command, Redstone Arsenal, Ala., is the contracting activity (W31P4Q-14-C-0052).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
150,2/28/2014,ARMY,Walker Miller Equipment Co,Walker Miller Equipment Co,Inc.* Orlando Fla.,"$84,221,000 ",W56HZV-14-D-L001,"Walker Miller Equipment Co, Inc.*, Orlando, Fla., was awarded an $8,4221,000 firm-fixed-price contract for a vibratory plate compactor for compacting soil and asphalt in areas inaccessible to larger equipment or for compacting smaller areas. Funding and work location will be determined with each order. Estimated completion date is June 7, 2019. Bids were solicited via the Internet with five received. Army Contracting Command, Warren, Mich., is the contracting activity (W56HZV-14-D-L001).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
151,2/28/2014,ARMY,Lockheed Martin Aculight Corp.,Lockheed Martin Corp.,Bothell Wash.,"$25,162,654 ",W9113M-14-C-0008,"Lockheed Martin Aculight Corp., Bothell, Wash., was awarded a $25,162,654 cost-plus-fixed-fee contract to design, develop, fabricate, test and deliver a 60 kilowatt spectrally combined high power fiber laser to support High Energy Laser Mobile Demonstrator operation on Army and Department of Defense test ranges and other outdoor locations. Fiscal 2014 incrementally funded research, development, testing, and evaluation funds in the amount of $3,300,000 were obligated at the time of the award. Estimated completion date is Dec. 27, 2016. One bid was solicited with one received. Work will be performed in Bothell, Wash. Army Space and Missile Defense Command, Huntsville, Ala., is the contracting activity (W9113M-14-C-0008).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
152,2/28/2014,ARMY,Northrop Grumman Information Technology,Northrop Grumman Corp.,McLean Va.,"$15,904,914 ",W91QUZ-06-D-0005,"Northrop Grumman Information Technology, McLean, Va., was awarded a $15,904,914 modification (P000433) to contract W91QUZ-06-D-0005 for contractor support to program management office biometric enabling capabilities for the continuation of development, maintenance and sustainment of the Department of Defense Automated Biometric Identification System. Incremental funding is applied. Fiscal 2014 research, development, testing, and evaluation funds in the amount of $3,108,608 were obligated at the time of the award. Estimated completion date is Feb 28, 2015. Work will be performed in McLean, Va. Army Contracting Command, Picatinny Arsenal, N.J., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
153,2/28/2014,ARMY,PRIDE Industries,Pride Industries,Roseville Calif.,"$13,844,609 ",W9124G-13-C-0002,"PRIDE Industries, Roseville, Calif., was awarded a $13,844,609 modification (P00014) to multi-year contract W9124G-13-C-0002 for the Department of Public Works-Base Operations, Fort Rucker, Ala. Fiscal 2014 operations and maintenance, Army funds in the amount of $1,071,008 were obligated at the time of the award. Estimated completion date is Feb. 28, 2015. Work will be performed at Fort Rucker, Ala. Army Contracting Command, Fort Rucker, Ala., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
154,2/28/2014,ARMY,Quinlivan Pierik & Krause Architects/Engineers LLP*,Quinlivan Pierik & Krause Architects/Engineers LLP,Syracuse N.Y.,"$9,900,000 ",W912DS-14-D-0002,"Quinlivan, Pierik & Krause, Architects/Engineers LLP*, Syracuse, N.Y., was awarded a $9,900,000 firm-fixed-price contract for general architectural and engineering services primarily within New York District boundaries and Corps of Engineers locations within North Atlantic Division boundaries. Funding and work location will be determined with each order. Estimated completion date is Feb. 28, 2019. Bids were solicited via the Internet with 12 received. Army Corps of Engineers, New York, N.Y., is the contracting activity (W912DS-14-D-0002).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
155,2/28/2014,ARMY,Survice Engineering Co.,Survice Engineering Co.,LLC Belcamp Md.,"$9,000,000 ",W56HZV-14-D-0056,"Survice Engineering Co., LLC, Belcamp, Md., was awarded a $9,000,000 firm-fixed-price, multi-year contract for the development of test and evaluation documentation, blast analysis, lethality strategies, assessment plans, detailed test plans , and training programs to support research and development, procurement, and sustainment activities for Tank-Automotive Research, Development and Engineering Center, Ground System Survivability, Joint Program Office, Mine Resistant Ambush Program, and Program Manager Family of Special Operations Vehicles. Funding and work performance location will be determined with each order. Estimated completion date is March 2, 2017. Bids were solicited via the Internet with one received. Army Contracting Command, Warren, Mich., is the contracting activity (W56HZV-14-D-0056).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
156,2/28/2014,ARMY,BAE Systems,BAE Systems Plc,Nashua N.H.,"$7,918,125 ",W58RGZ-13-D-0245,"BAE Systems, Nashua, N.H., was awarded a $7,918,125 modification (P00003) to contract W58RGZ-13-D-0245 for AN/AAR-57(V) Common Missile Warning System (CMWS) and associated spare parts and systems engineering, technical, and logistics support services for both CMWS and OT-255/ALQ-212(V) Advanced Threat Infrared Countermeasures. Funding and work location will be determined with each order. Estimated completion date is Feb 28, 2015. Army Contracting Command, Redstone Arsenal, Ala., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
157,2/28/2014,ARMY,Manufacturing Support Industries doing business as MSI*,Manufacturing Support Industries,Salisbury Md. (W15QKN-14-D-0029) and OG Technologies Inc.* New York N.Y. (W15QKN-14-D-0030),"$7,612,000 ",W15QKN-14-D-0029,"Manufacturing Support Industries doing business as MSI*, Salisbury, Md. (W15QKN-14-D-0029), and OG Technologies Inc.*, New York, N.Y. (W15QKN-14-D-0030), were awarded a $7,612,000 firm-fixed-price contract for M4 carbine ambidextrous fire control selector assemblies. The selector switch will be combined with other weapon components to form a single modification kit to convert fielded M4 carbines to M4A1 carbines. Funding and work location will be determined with each order. Estimated completion date is Feb. 28, 2018. Bids were solicited via the Internet with three received. Army Contracting Command, Picatinny Arsenal, N.J., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
158,2/28/2014,ARMY,SRCTec Inc.,SRCTec Inc.,Syracuse N.Y.,"$7,222,543 ",W58RGZ-14-C-0036,"SRCTec Inc., Syracuse, N.Y., was awarded a $7,222,543 firm-fixed-price, sole-source contract with options for procuring, installing and providing spare parts for the ground based dense and avoid lightweight surveillance and target acquisition radar. Fiscal 2013 other procurement, Army funds in the amount of $7,222,543 were obligated at the time of the award. Estimated completion date is Oct. 30, 2015. One bid was solicited and one received. Work will be performed in Syracuse, N.Y. Army Contracting Command, Redstone Arsenal, Ala., is the contracting activity (W58RGZ-14-C-0036).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
159,2/28/2014,DEFENSE LOGISTICS AGENCY,SupplyCore*,SupplyCore,Rockford Ill.,"$340,000,000 ",SPM8EG-14-D-0001,"SupplyCore*, Rockford, Ill., has been awarded a maximum $340,000,000 firm-fixed-price with economic-price-adjustment, indefinite-delivery/indefinite-quantity contract for maintenance, repair, and operations tailored logistics support prime vendor programs. This contract is a competitive acquisition and five offers were received. This is a five-year base contract with no option year periods. Location of performance is Illinois with a Feb. 28, 2019 performance completion date. Using military services are Army, Navy, Air Force, and Marine Corps. Type of appropriation is fiscal 2014 through fiscal 2019 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa., (SPM8EG-14-D-0001).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
160,2/28/2014,DEFENSE LOGISTICS AGENCY,TW Metals,TW Metals,Carol Stream Ill.,"$78,768,905 ",SPM8E5-10-D-0005,"TW Metals, Carol Stream, Ill., has been awarded a maximum $78,768,905 modification (P00101) exercising the third option year on a two-year base contract (SPM8E5-10-D-0005) with three one-year option periods for various carbon steel bar and plate materials. This is a fixed-price with economic-price adjustment, indefinite-delivery/indefinite-quantity contract. Location of performance is Illinois with a March 1, 2015 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps and federal civilian agencies. Type of appropriation is fiscal year 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
161,2/28/2014,DEFENSE LOGISTICS AGENCY,US Worldmeds LLC*,US Worldmeds LLC,Louisville Ky.,"$29,978,934 ",SPM2D0-13-D-0002,"US Worldmeds LLC*, Louisville, Ky., has been awarded a maximum $29,978,934 modification (P00002) exercising the first option year on a one-year base contract (SPM2D0-13-D-0002) with seven one-year option periods for various pharmaceuticals. This is a fixed-price with economic-price-adjustment, indefinite-delivery/indefinite-quantity contract. Location of performance is Kentucky with a March 3, 2015 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps, and federal civilian agencies. Type of appropriation is fiscal 2014 war-stopper funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
162,2/28/2014,DEFENSE LOGISTICS AGENCY,GE Datex Ohmeda Inc.,General Electric Co.,Madison Wis.,"$19,847,688 ",SPM2D1-09-D-8348,"GE Datex Ohmeda Inc., Madison, Wis., has been awarded a maximum $19,847,688 modification (P00101) exercising the fifth option year on a one-year base contract (SPM2D1-09-D-8348) with nine one-year option periods for patient monitoring systems, subsystems, accessories, consumables, spare and repair parts, and training. This is a fixed-price with economic-price-adjustment contract. Location of performance is Wisconsin with a March 5, 2015 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps, and federal civilian agencies. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
163,2/28/2014,DEFENSE LOGISTICS AGENCY,General Electric Co.,General Electric Co.,Cincinnati Ohio,"$12,756,275 ",SPRTA1-12-G-0006,"General Electric Co., Cincinnati, Ohio, has been awarded a maximum $12,756,275 firm-fixed-price, definite-quantity contract for 10,826 turbine rotor blades. This contract is a sole-source acquisition. This is a one-year base contract. Location of performance is Ohio with a Dec. 31, 2015 performance completion date. Using military service is Air Force. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Aviation, Richmond, Va., (SPRTA1-12-G-0006-TY7C).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
164,2/28/2014,NAVY,Bell-Boeing Joint Project Office,Textron Inc.-Boeing Co.,Amarillo Texas,"$351,009,568 ",N00019-09-D-0008,"Bell-Boeing Joint Project Office, Amarillo, Texas, is being awarded a $351,009,568 modification to a previously awarded cost-plus-incentive, fixed-price incentive-fee contract (N00019-09-D-0008) for V-22 Joint Performance Based Logistics support. Work will be performed in Fort Worth, Texas (40 percent); Ridley Park, Pa. (40 percent); various locations within the continental United States (15 percent) and locations outside the continental United States (5 percent), and is expected to be completed in November 2016. No funding will be obligated at time of award; funds will be obligated on individual delivery orders as they are issued. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5233
